unique_id,supplier,location,date_time,day,time,measurement,today,value,units,comments
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-12T00:00:00Z,yesterday,,daily average withdrawals,2007-10-13,157.91,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-13T00:00:00Z,yesterday,,daily average withdrawals,2007-10-14,151.87,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-14T00:00:00Z,yesterday,,daily average withdrawals,2007-10-15,167.43,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-15T00:00:00Z,yesterday,,daily average withdrawals,2007-10-16,155.05,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-16T00:00:00Z,yesterday,,daily average withdrawals,2007-10-17,163.1,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-17T00:00:00Z,yesterday,,daily average withdrawals,2007-10-18,166.63,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-18T00:00:00Z,yesterday,,daily average withdrawals,2007-10-19,163.65,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-19T00:00:00Z,yesterday,,daily average withdrawals,2007-10-20,152.76,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-20T00:00:00Z,yesterday,,daily average withdrawals,2007-10-21,136.5,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-21T00:00:00Z,yesterday,,daily average withdrawals,2007-10-22,142.64,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-22T00:00:00Z,yesterday,,daily average withdrawals,2007-10-23,149.79,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-23T00:00:00Z,yesterday,,daily average withdrawals,2007-10-24,159.19,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-24T00:00:00Z,yesterday,,daily average withdrawals,2007-10-25,145.84,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-25T00:00:00Z,yesterday,,daily average withdrawals,2007-10-26,135.83,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-26T00:00:00Z,yesterday,,daily average withdrawals,2007-10-27,136.37,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-27T00:00:00Z,yesterday,,daily average withdrawals,2007-10-28,128.05,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-28T00:00:00Z,yesterday,,daily average withdrawals,2007-10-29,137.94,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-29T00:00:00Z,yesterday,,daily average withdrawals,2007-10-30,161.81,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-30T00:00:00Z,yesterday,,daily average withdrawals,2007-10-31,145.73,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-10-31T00:00:00Z,yesterday,,daily average withdrawals,2007-11-01,136.7,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-01T00:00:00Z,yesterday,,daily average withdrawals,2007-11-02,140.52,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-02T00:00:00Z,yesterday,,daily average withdrawals,2007-11-03,138.1,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-03T00:00:00Z,yesterday,,daily average withdrawals,2007-11-04,140.77,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-04T00:00:00Z,yesterday,,daily average withdrawals,2007-11-05,144.94,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-05T00:00:00Z,yesterday,,daily average withdrawals,2007-11-06,154.7,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-06T00:00:00Z,yesterday,,daily average withdrawals,2007-11-07,137.35,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-07T00:00:00Z,yesterday,,daily average withdrawals,2007-11-08,127.55,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-08T00:00:00Z,yesterday,,daily average withdrawals,2007-11-09,139.77,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-09T00:00:00Z,yesterday,,daily average withdrawals,2007-11-10,139.23,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-10T00:00:00Z,yesterday,,daily average withdrawals,2007-11-11,131.5,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-11T00:00:00Z,yesterday,,daily average withdrawals,2007-11-12,136.36,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-12T00:00:00Z,yesterday,,daily average withdrawals,2007-11-13,133.66,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-13T00:00:00Z,yesterday,,daily average withdrawals,2007-11-14,139.13,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-14T00:00:00Z,yesterday,,daily average withdrawals,2007-11-15,142.8,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-15T00:00:00Z,yesterday,,daily average withdrawals,2007-11-16,137.89,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-16T00:00:00Z,yesterday,,daily average withdrawals,2007-11-17,139.56,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-17T00:00:00Z,yesterday,,daily average withdrawals,2007-11-18,139.98,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-18T00:00:00Z,yesterday,,daily average withdrawals,2007-11-19,143.74,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-19T00:00:00Z,yesterday,,daily average withdrawals,2007-11-20,138.79,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-20T00:00:00Z,yesterday,,daily average withdrawals,2007-11-21,142.92,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-21T00:00:00Z,yesterday,,daily average withdrawals,2007-11-22,142.08,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-22T00:00:00Z,yesterday,,daily average withdrawals,2007-11-23,132,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-23T00:00:00Z,yesterday,,daily average withdrawals,2007-11-24,128.93,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-24T00:00:00Z,yesterday,,daily average withdrawals,2007-11-25,122.35,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-25T00:00:00Z,yesterday,,daily average withdrawals,2007-11-26,136.1,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-26T00:00:00Z,yesterday,,daily average withdrawals,2007-11-27,144.55,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-27T00:00:00Z,yesterday,,daily average withdrawals,2007-11-28,137.1,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-28T00:00:00Z,yesterday,,daily average withdrawals,2007-11-29,139.77,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-29T00:00:00Z,yesterday,,daily average withdrawals,2007-11-30,138.82,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-11-30T00:00:00Z,yesterday,,daily average withdrawals,2007-12-01,136.28,MGD,
WSSC Potomac River daily average withdrawals,WSSC,Potomac River,2007-12-01T00:00:00Z,yesterday,,daily average withdrawals,2007-12-02,133.16,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-01T00:00:00Z,yesterday,,daily average withdrawals,2007-07-02,48.565,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-02T00:00:00Z,yesterday,,daily average withdrawals,2007-07-03,50.326,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-03T00:00:00Z,yesterday,,daily average withdrawals,2007-07-04,51.48,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-04T00:00:00Z,yesterday,,daily average withdrawals,2007-07-05,49.115,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-05T00:00:00Z,yesterday,,daily average withdrawals,2007-07-06,49.63,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-06T00:00:00Z,yesterday,,daily average withdrawals,2007-07-07,51.711,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-07T00:00:00Z,yesterday,,daily average withdrawals,2007-07-08,51.225,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-08T00:00:00Z,yesterday,,daily average withdrawals,2007-07-09,51.052,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-09T00:00:00Z,yesterday,,daily average withdrawals,2007-07-10,64.202,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-10T00:00:00Z,yesterday,,daily average withdrawals,2007-07-11,66.502,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-11T00:00:00Z,yesterday,,daily average withdrawals,2007-07-12,60.489,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-12T00:00:00Z,yesterday,,daily average withdrawals,2007-07-13,53.349,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-13T00:00:00Z,yesterday,,daily average withdrawals,2007-07-14,54.445,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-14T00:00:00Z,yesterday,,daily average withdrawals,2007-07-15,60.535,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-15T00:00:00Z,yesterday,,daily average withdrawals,2007-07-16,57.455,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-16T00:00:00Z,yesterday,,daily average withdrawals,2007-07-17,63.395,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-17T00:00:00Z,yesterday,,daily average withdrawals,2007-07-18,62.722,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-18T00:00:00Z,yesterday,,daily average withdrawals,2007-07-19,68.313,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-19T00:00:00Z,yesterday,,daily average withdrawals,2007-07-20,59.898,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-20T00:00:00Z,yesterday,,daily average withdrawals,2007-07-21,50.514,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-21T00:00:00Z,yesterday,,daily average withdrawals,2007-07-22,50.541,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-22T00:00:00Z,yesterday,,daily average withdrawals,2007-07-23,52.283,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-23T00:00:00Z,yesterday,,daily average withdrawals,2007-07-24,52.668,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-24T00:00:00Z,yesterday,,daily average withdrawals,2007-07-25,52.114,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-25T00:00:00Z,yesterday,,daily average withdrawals,2007-07-26,53.683,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-26T00:00:00Z,yesterday,,daily average withdrawals,2007-07-27,52.261,MGD,
WSSC Patuxent Reservoirs daily average withdrawals,WSSC,Patuxent Reservoirs,2007-07-27T00:00:00Z,yesterday,,daily average withdrawals,2007-07-28,62.067,MGD,
